2	1	-12.078012	-2.340421	-0.931508	8.238613
4	1	-6.178514	0.382483	-5.550803	8.143954
5	1	-5.665846	-1.770248	-3.135205	7.530776
6	1	-4.639600	0.579791	-4.188754	6.888751
7	1	3.499501	-1.949079	5.145651	7.871271
10	1	1.050068	-0.420353	-5.632210	6.597229
12	1	-4.178191	0.281338	4.549041	4.533493
13	1	6.575689	-1.760936	8.304598	6.536943
15	1	3.882054	-0.342036	8.294700	5.647607
16	1	-3.777577	-1.097075	6.478363	5.719164
18	1	-12.305434	-2.773195	-7.205906	6.171453
19	1	-8.650393	-0.923854	-4.002783	6.331049
20	1	1.308388	-2.152589	-2.765195	8.936029
21	1	4.280866	-0.636887	6.911847	4.970438
23	1	-8.525632	-1.088426	2.948151	7.401895
24	1	-4.988737	-5.150101	-1.718747	4.555347
27	1	-9.263310	-1.857902	-3.980470	9.393882
28	1	-6.876097	0.191664	-0.734758	7.202832
29	1	7.277034	-0.453829	4.194020	7.078308
30	1	-0.629297	-1.104031	4.311287	6.346566
34	1	-9.765406	-4.051341	-1.929965	6.235417
35	1	0.286474	1.008904	5.788437	3.172568
36	1	-12.179227	-2.381167	-1.783654	5.220107
38	1	-9.262474	-1.346207	-5.263211	5.858770
42	1	4.263847	-0.743068	8.343110	6.693355
44	1	1.623905	-1.030702	7.662416	6.197813
46	1	-5.547298	-0.974914	-3.919978	6.992050
47	1	4.853243	0.538356	3.740320	7.548665
48	1	-2.225242	1.205190	-5.392059	6.581900
49	1	-3.311499	2.255741	6.520898	2.450753
50	1	-4.464462	0.156662	-3.930112	7.840290
51	1	-9.217221	-1.515671	6.962446	5.954526
52	1	0.741014	-1.395805	9.551152	5.757968
55	1	-9.028114	-1.788860	-5.018801	6.665418
56	1	-6.365515	-1.695624	7.483803	0.847282
58	1	-5.573789	0.933469	4.878326	4.975980
61	1	0.040071	-0.403747	7.175997	4.457991
63	1	6.949731	0.271362	5.764751	4.158117
64	1	5.249705	-0.613558	8.611315	5.953117
65	1	-4.126506	-2.648966	-4.026817	6.736833
66	1	-8.713511	1.288672	-3.031507	6.942881
68	1	-8.851313	-2.132519	-4.401392	8.815486
71	1	6.319898	-1.670319	5.789015	6.718626
72	1	-2.758854	-0.364358	-2.970426	8.580729
73	1	1.938764	-4.004611	7.169366	5.397817
74	1	3.737046	0.254890	8.308767	5.781204
75	1	2.117188	-0.871331	6.417007	7.771391
76	1	-5.686240	-0.333339	-3.959406	9.142038
77	1	-12.709234	-0.495947	-2.868540	7.153566
78	1	6.353970	-0.839981	4.619447	6.019513
79	1	-8.150674	-2.014993	-4.600308	6.492636
80	1	-5.731298	0.009905	4.724495	6.736121
81	1	0.963615	-0.491532	6.021011	7.361747
82	1	-3.382001	0.324974	-2.151700	9.324852
84	1	2.548739	-0.233615	5.909864	7.844999
85	1	6.742572	3.483778	7.209303	7.005948
86	1	4.759761	0.497887	4.585623	6.920717
87	1	3.021408	-2.067578	0.911059	6.854220
88	1	-6.187333	-0.814758	-1.407912	8.620015
89	1	-12.338381	-1.435636	-3.426691	7.247937
90	1	-10.512636	-1.607217	-6.889656	6.014702
92	1	-5.952609	-1.033911	-7.709356	7.783577
94	1	1.043811	-1.493599	-3.432222	6.273778
95	1	-8.279121	1.157146	-0.205526	5.221656
96	1	9.179243	2.830865	5.752229	7.307077
100	1	-0.920855	-1.925247	3.012973	8.167699
