78	10	5.080959	-0.701092	6.281376	5.542812	-0.210735	5.649497	4.990409	2.109814	-0.882625	4.889882	-0.902153	6.425221	4.866382	-0.926772	6.440165	-0.360570	7.111248	0.937569	5.161713	-0.615873	6.206419	5.558351	1.285064	-0.009961	4.990721	-0.796327	6.354767	5.040523	-0.743849	6.315629
82	10	5.467865	-0.697211	-1.104766	-3.554868	3.744555	-2.649666	-3.062269	1.880215	-8.458671	-1.092076	0.797453	-6.401972	-3.256500	4.481204	0.130636	-3.552692	3.520611	-3.508767	1.186130	-0.982665	4.956433	2.296072	0.313894	-4.242571	-3.452601	2.643999	-6.728068	-3.532494	3.166927	-4.862200
83	10	2.829986	-0.244021	4.753763	-4.964826	5.912931	-0.749153	-4.212863	6.280182	0.112908	-3.826734	2.705062	-5.525176	-5.827510	3.930131	-3.934644	-4.689533	3.021458	-5.143431	-5.902716	4.127104	-3.659357	-5.110467	5.814727	-0.949134	-4.657830	6.086337	-0.370631	0.740445	-0.588506	4.874126
85	10	-1.186964	4.221632	4.541786	-0.534569	0.722407	1.453583	-2.425066	6.286217	3.661461	-0.583053	1.200765	3.655934	-1.175880	1.347223	-0.418296	-0.756040	1.704107	4.405144	-2.059203	2.493690	-3.811045	-3.282553	6.711595	3.016808	-2.477247	2.973845	-4.650966	-4.435682	5.823399	-0.068025
86	10	-2.481451	6.942906	1.845962	-2.654527	1.798358	-5.566108	3.902698	-2.810406	5.622070	-3.147229	4.976487	-1.046426	-2.539559	6.909784	1.775033	-3.233154	5.295215	-0.581606	3.672040	-2.884726	5.908132	1.890746	-1.252069	6.445278	4.957022	-1.338217	0.397696	3.318489	-2.984445	6.199939
93	10	-1.803204	6.040109	2.675123	-0.559061	5.922893	3.484436	3.712133	1.642417	2.075638	-2.338853	5.943585	1.970696	3.195337	2.487994	5.194870	-2.299368	5.968297	2.076817	-2.221855	5.996113	2.222545	-1.245729	3.901118	-0.529289	-2.048760	5.079990	0.488520	2.167193	3.891463	4.975268
96	10	-6.844896	7.355246	3.705630	-4.079902	6.760748	0.912844	-5.252589	7.187434	1.812023	-4.413785	7.340689	4.666212	-3.583398	5.997815	0.173173	-6.324123	7.356102	3.915327	1.055799	5.786872	3.210071	-1.633496	7.170905	5.764504	-4.245280	6.908974	1.130543	-4.325981	6.959860	1.219521
97	10	-5.108653	1.698811	-4.489636	-0.407721	-1.368105	-5.339213	-4.003072	5.037064	-0.645019	-5.487902	3.018725	-3.431267	-4.605523	4.436248	-1.600738	-3.865380	5.151231	-0.442457	5.276002	-5.277266	0.282279	1.836038	-0.820359	5.576472	-3.578067	5.365546	-0.033699	-2.049405	0.464825	-4.999230
98	10	0.162764	5.354963	3.981012	0.398019	2.468082	-3.518785	-1.061738	2.925250	-3.019404	-0.737537	5.844704	3.124146	-2.176644	3.763483	-2.137051	3.196571	-0.105733	6.179378	2.849885	2.127399	-3.843977	1.313581	4.383458	5.070634	-2.556993	4.852649	-1.051929	-1.768103	6.237898	2.114984
99	10	-2.538049	7.102377	0.960261	-0.032689	6.344051	5.683203	-0.350022	6.507858	5.441543	-2.101220	2.780181	-4.875202	-1.809187	-0.355690	-4.700207	-0.244315	6.458090	5.522168	-2.094058	1.247094	-5.533094	-2.620934	7.012142	3.668770	-2.140163	5.865564	-1.502565	-2.019955	6.940967	4.150470
