2	2	-0.827973	4.799636	0.966850	3.484883	4.799636	2.837143
5	2	-2.689811	5.477008	0.167878	4.653032	5.477008	2.627426
7	2	5.601311	5.991961	2.888653	-4.312838	5.991961	-1.214185
8	2	-3.928743	4.063929	-0.259609	4.006931	4.063929	3.706630
10	2	7.412971	6.125448	3.602377	-3.207853	6.125448	-1.302048
12	2	-2.705865	6.981729	-1.723687	9.027445	6.981729	3.722313
16	2	-5.563515	4.245180	0.362615	3.757989	4.245180	5.104295
17	2	7.021352	5.484321	4.312628	-3.187814	5.484321	1.814435
20	2	-4.222065	6.094492	-0.410937	3.912898	6.094492	3.392055
22	2	-7.703434	5.174150	-0.794208	3.093820	5.174150	3.798723
27	2	-4.786427	5.277140	-2.152583	3.655598	5.277140	2.190162
28	2	4.195274	6.290366	5.640170	-1.912568	6.290366	1.463522
29	2	0.624963	6.928145	0.031379	6.539197	6.928145	3.332129
35	2	-6.227352	5.197980	1.793070	2.925365	5.197980	5.367635
36	2	4.901126	4.787965	4.042714	-4.256981	4.787965	0.446833
38	2	-3.719992	4.316055	1.858245	2.714295	4.316055	3.803617
39	2	7.214721	5.721614	4.138487	0.422519	5.721614	0.417528
41	2	-3.693953	6.825857	-0.429158	7.890911	6.825857	3.843063
42	2	-4.502620	6.228642	-2.041636	5.088865	6.228642	3.653999
44	2	4.399148	4.592844	5.111269	0.625948	4.592844	4.678373
53	2	8.502310	4.847689	3.672569	-3.949344	4.847689	-0.562985
55	2	-0.567974	3.342117	1.502110	5.696117	3.342117	4.547097
57	2	-2.516186	4.301848	0.659351	5.530862	4.301848	3.327034
58	2	6.389563	5.534125	5.572967	-4.888954	5.534125	0.742230
59	2	-2.089048	5.016897	-1.273379	5.462285	5.016897	3.338837
60	2	-5.182430	4.633388	-0.524639	4.419754	4.633388	3.864609
61	2	-0.085212	4.237579	1.895753	5.499388	4.237579	3.591958
62	2	-5.013963	5.281683	0.683663	5.422132	5.281683	3.435734
63	2	-6.813818	5.905736	-1.548282	4.670766	5.905736	3.799135
66	2	-4.754156	5.075926	1.851886	4.854646	5.075926	4.106449
68	2	3.985194	4.238386	4.551174	-1.423231	4.238386	2.697019
76	2	-2.980864	5.300932	1.724249	6.141494	5.300932	3.729702
77	2	4.683191	2.750754	3.791525	-0.940466	2.750754	-0.488928
79	2	5.375414	5.978403	3.793719	-5.778142	5.978403	0.514562
80	2	4.243530	2.785844	2.827601	-4.361050	2.785844	-1.189262
81	2	6.666385	6.620944	4.822284	-5.066038	6.620944	0.956647
86	2	7.180697	5.114848	4.501700	-4.959981	5.114848	0.972719
87	2	-5.273661	5.480513	0.510291	4.607437	5.480513	5.479447
88	2	-4.508162	2.852931	2.831992	1.982256	2.852931	3.495321
92	2	3.572519	4.188864	4.903264	-7.502124	4.188864	1.036377
93	2	4.283446	4.624172	2.806701	-6.248607	4.624172	-0.745435
95	2	2.640817	3.115331	3.681323	-4.200587	3.115331	0.672119
96	2	-3.792676	5.234894	-0.599094	6.327231	5.234894	3.471248
98	2	-1.497754	5.480075	0.018725	5.198643	5.480075	3.846549
99	2	5.986753	5.628920	3.790405	-3.039885	5.628920	0.505911
