1	2	7.062469	4.545382	-2.244360	-3.801267	-3.830498	1.756964	3.682169	7.303086
2	2	6.948114	3.528978	3.838673	-1.488337	-2.726579	0.458844	7.220032	6.569615
9	2	0.316461	0.207650	7.798738	6.650367	8.688055	4.636373	-3.751115	-8.932045
15	2	-4.904443	0.392595	7.622547	7.991238	5.831723	2.447101	3.780013	1.576646
17	2	5.646453	4.027019	-1.601326	-5.584324	-7.217034	-0.001966	7.568587	6.642663
18	2	7.202888	3.760116	-5.646133	-5.217097	-2.914318	1.433970	5.926046	6.723422
19	2	-0.807019	-0.248242	6.905898	6.252045	6.126998	3.418617	0.138240	-5.043804
21	2	5.113791	2.660065	0.769055	0.837878	-2.287916	-0.338000	6.366425	6.460424
23	2	5.587447	4.287898	1.711632	-3.757281	-2.302216	1.264563	5.692307	7.453721
24	2	-1.337686	-4.660130	5.074673	4.591910	5.749650	1.564606	-1.376871	-3.867033
25	2	4.315875	3.332893	-0.552525	-1.128375	-4.148982	0.363847	5.576839	7.546412
28	2	-1.204048	1.019509	3.260011	3.536905	5.734960	3.970218	-3.430792	-10.433441
33	2	7.323981	3.946112	-2.977724	-6.719284	-1.528615	-1.091024	6.767129	6.205073
34	2	8.512961	3.451985	0.508419	-1.168711	0.090830	1.720830	8.350755	6.122199
36	2	-3.058464	-1.278586	4.034524	9.097447	7.076989	1.609970	2.920528	2.092201
37	2	-4.430574	2.750258	6.045152	3.949518	7.375929	4.942956	-2.722494	-10.931064
38	2	-1.589294	2.900884	5.663518	7.335211	5.403526	3.876892	1.785482	-3.173693
40	2	-6.153739	-0.108612	8.699090	5.873974	4.463210	4.136150	-0.929058	-2.234473
41	2	6.855608	3.241305	-1.842584	-4.202774	-5.255778	-1.319603	5.013297	6.767655
43	2	7.000193	4.871358	-4.217582	-6.700415	0.062205	2.298982	5.347137	5.927916
44	2	5.648729	3.724258	-1.268447	-4.362257	-4.095957	-0.331459	5.446206	3.852234
48	2	-3.782986	2.290030	5.812408	7.903114	6.382160	4.270675	-1.994893	-1.276350
52	2	-2.758699	-0.104125	4.930105	4.264829	5.743368	3.333445	-0.008875	-7.187754
55	2	-2.297102	-2.987243	6.990229	6.725657	5.130267	1.790277	3.763663	1.800725
61	2	-2.142217	1.694163	6.326812	7.150923	3.774365	3.318876	5.611701	3.770267
66	2	6.397487	4.145898	-1.699978	-3.670686	0.493173	1.107155	5.732411	7.541545
67	2	4.618819	4.052377	1.052560	4.465763	-3.906264	1.180937	7.780519	8.079116
69	2	6.002833	3.925491	-3.374512	-5.271011	-0.331038	1.962117	3.912412	6.305607
70	2	-0.973277	3.806470	1.453639	-0.903082	6.530823	5.203131	-6.345379	-10.257512
71	2	4.563863	2.748940	-2.022210	-0.139879	-0.202695	-1.133775	6.525770	5.968659
72	2	5.372247	2.956766	3.834858	2.151786	-2.820304	0.545563	5.553379	5.622068
74	2	7.233884	7.576225	-0.262257	-9.603171	-0.920510	1.817136	7.463638	8.071942
80	2	-6.235649	0.594621	5.782807	5.370329	4.256599	3.662610	4.001954	1.328870
82	2	-4.252485	1.263280	3.256065	4.174321	7.001327	4.590106	-4.970663	-9.217205
83	2	5.986373	5.073297	-0.568479	-10.398784	-1.118716	2.688020	5.643501	-1.858168
84	2	1.950526	4.215215	1.914163	-3.644619	8.025182	4.906478	-3.892671	-8.500261
87	2	0.282411	2.868114	3.485046	5.800468	6.332442	3.745555	-1.759437	-6.509925
89	2	-2.728686	-0.294388	6.980962	6.274868	4.060817	2.150427	6.138124	5.450001
91	2	-1.060786	2.800105	8.396099	4.127000	5.468822	4.340431	4.993785	-2.853081
92	2	5.998897	2.879071	1.711478	-3.846948	-5.796671	-1.505821	7.173649	8.309431
94	2	-2.148813	2.249471	6.461141	5.062591	6.155870	4.411775	-0.281879	-5.481511
95	2	-1.077350	-2.720385	6.446697	7.147510	6.681259	2.738022	0.225221	0.946040
96	2	6.455416	4.272763	-5.347416	-7.826107	-5.100251	0.196602	5.854878	5.337078
100	2	-2.730195	0.526124	6.209218	6.411888	5.824109	3.642852	3.037871	0.763080
