5	2	1.068419	5.663068	2.765566	1.068419	5.663068	7.649716
8	2	2.440570	4.419714	5.980445	2.440571	4.419714	1.249743
10	2	3.707644	5.027428	-0.348537	3.707644	5.027428	5.348958
13	2	3.012844	5.048825	6.214030	3.012844	5.048825	0.418767
14	2	2.241302	5.114908	1.389726	2.241303	5.114909	6.274988
24	2	3.770900	5.166603	4.910359	3.770900	5.166602	-1.713555
25	2	4.106136	5.390632	-0.372816	4.106136	5.390632	6.144496
26	2	3.204107	5.058220	1.043320	3.204107	5.058220	6.504765
27	2	5.292702	4.516779	6.503643	5.292702	4.516779	-0.095433
47	2	4.615336	5.337984	1.526350	4.615336	5.337984	6.708407
62	2	-0.698345	4.821667	6.879430	-0.698345	4.821667	1.815008
66	2	1.959937	6.201548	6.874524	1.959937	6.201548	0.583848
67	2	4.373580	5.714887	0.109630	4.373580	5.714887	6.260662
71	2	4.508735	4.837210	1.202156	4.508735	4.837210	4.834653
72	2	2.277600	2.180042	4.400691	2.277600	2.180042	-0.239899
79	2	3.514038	4.553332	0.466481	3.514038	4.553332	5.403366
84	2	2.749331	5.116593	5.336615	2.749331	5.116593	0.636008
87	2	2.836527	5.357176	-1.603473	2.836527	5.357176	4.024856
88	2	4.464605	5.801176	5.522275	4.464605	5.801176	0.844267
89	2	2.464138	7.379070	0.992769	2.464138	7.379070	7.126555
90	2	2.685633	5.831158	0.456143	2.685633	5.831158	5.087140
98	2	0.954586	5.036357	0.461617	0.954586	5.036357	6.609188
