10	10	-0.841598	-1.336302	2.384883	4.600597	1.633632	1.098918	3.795400	-1.937206	1.147335	-1.728737	0.578569	2.565803	1.993290	-3.994894	1.500812	0.841458	-3.713097	1.884057	2.658049	3.101966	1.770579	4.408178	1.978425	1.254525	-1.743380	2.133098	2.570440	3.885227	2.501940	1.513321
12	10	5.788041	1.853417	-0.313335	1.610761	-1.944342	1.586340	5.303087	0.877224	0.204422	5.726459	2.013911	-0.510852	5.833197	1.626804	-0.078254	3.013435	-1.674349	0.797081	0.555564	3.594536	1.953008	4.003594	3.571943	0.367010	5.415951	2.546782	-0.880607	1.160071	4.226876	1.554427
17	10	6.598614	3.457433	-3.579438	4.836339	1.340437	-0.060441	6.581021	4.150722	-3.706396	6.520738	4.520317	-3.070602	0.154233	5.433565	0.376888	6.533309	2.795697	-2.358642	6.592864	3.298717	-3.342559	2.409415	0.350463	0.314692	6.555661	4.356554	-3.403274	5.170882	1.490279	-0.183634
20	10	5.873035	1.203149	-1.089796	1.952712	-3.653508	1.619387	5.455090	0.567273	0.162460	4.250107	-1.504736	1.244594	4.073916	-1.809599	1.298907	1.156217	-1.603238	1.600310	2.312869	-4.001406	1.584699	2.594125	-3.930990	1.553108	0.548128	0.357631	1.268590	2.856188	-3.688148	1.520746
21	10	2.635972	0.837989	-1.834498	2.342106	0.432689	-1.029297	2.840959	1.174823	-2.102234	3.052689	2.394718	-0.902611	3.032445	1.541186	-2.049024	1.976504	1.698363	0.148136	2.082709	2.413504	0.237992	3.161725	1.973497	-1.609354	2.513212	2.709308	-0.041685	2.072676	0.814473	-0.137050
30	10	0.192885	-3.175313	6.320548	0.727954	-3.313475	6.186540	-0.268342	-3.006546	6.449755	-0.525514	-2.756067	6.568775	2.493724	-1.012557	6.034428	0.916994	-3.349811	6.142941	0.372484	-3.226493	6.274096	0.645552	-3.295138	6.206260	-0.159984	-2.355459	6.638550	1.646333	-3.297529	6.008575
31	10	2.220908	-0.623576	2.190016	2.124625	3.672689	1.979434	1.803300	1.005659	2.263914	2.872714	-0.912799	1.962775	2.871655	3.866429	1.559872	2.682871	3.923174	1.652296	2.577410	-1.069802	2.065180	1.817082	2.097271	2.188847	4.212907	2.909582	1.184521	3.354705	-0.281788	1.811750
33	10	1.049267	-0.523711	1.812818	2.972519	-2.789609	0.510133	2.743594	-2.943188	0.645626	1.790183	-1.816222	1.415582	5.288101	0.662774	0.110421	3.345910	3.069454	1.180720	2.440114	-2.900067	0.875916	4.001763	-1.382988	0.277923	1.859200	2.899189	1.680357	3.091223	3.095616	1.285341
34	10	1.244787	6.267764	3.206346	5.926623	3.818486	-1.548923	1.581918	6.885820	2.930058	3.878972	0.168316	1.481912	1.705422	6.978490	2.864136	2.452733	7.233178	2.558578	3.567902	7.112181	2.101386	2.901721	7.240823	2.389337	3.127541	7.213820	2.298672	1.145049	4.554187	3.500300
36	10	2.138825	0.480398	0.558676	3.727023	0.185689	0.055989	4.010946	0.650075	0.052390	3.125273	-0.493699	0.114627	3.331403	-0.291768	0.084167	3.600051	0.018974	0.061850	4.142407	1.076793	0.067806	2.696925	-0.727971	0.238225	3.317386	2.023690	0.404338	4.073992	1.482956	0.125775
