43	10	2.619637	0.810473	0.304363	4.011475	1.596940	-0.035228	2.951867	0.761311	-0.179310	3.170972	0.856097	-0.284443	4.053000	2.778821	0.644103	2.353979	1.477486	0.846814	3.831147	1.386456	-0.138446	2.528649	2.311260	0.944985	3.526321	1.103185	-0.256134	3.756140	2.881659	0.752207
47	10	6.480423	1.550942	-0.644674	6.428042	0.396900	-0.183729	4.742091	-1.462713	0.734307	6.486641	0.817870	-0.633655	5.785804	2.841474	0.952965	6.216516	2.455779	0.398520	6.185701	-0.218306	0.322963	5.940512	2.742367	0.804270	6.370988	2.130965	-0.024542	6.129519	2.569526	0.555715
48	10	4.955755	4.135657	-1.090618	5.856987	3.669139	-1.854894	6.284798	0.617268	-3.050556	1.967935	-1.408214	-0.314889	6.471156	2.031229	-3.227032	1.303945	-0.915275	-0.230121	6.225848	0.472946	-3.004064	4.154542	4.233355	-0.787855	6.443276	2.326711	-3.142919	5.990780	3.529542	-2.057115
51	10	6.181421	1.564651	-4.956469	6.034313	1.309319	-6.340587	4.400913	0.616604	-4.629400	3.185883	0.296086	-1.486022	3.446310	0.338209	-2.072008	4.010351	0.494144	-3.657837	5.595518	1.059450	-6.394484	3.586156	1.969535	-1.490408	5.365987	0.960027	-6.179355	5.224088	1.849979	-2.524072
52	10	3.275473	1.160560	-3.079743	0.941705	0.135727	1.935832	-1.669863	6.347665	0.759540	3.115495	1.014193	-2.505785	2.805939	0.802721	-1.607440	3.619224	2.424311	-4.327879	-2.677566	1.591040	3.110354	3.598363	3.984955	-2.815364	3.511272	1.538082	-4.105601	-1.930080	0.824636	3.335572
53	10	4.484943	-1.311475	-3.172023	3.487683	-2.148633	-3.110821	3.881985	-1.923210	-3.119595	1.720853	-1.507759	-3.110751	3.987399	-1.856597	-3.122991	4.101929	-1.779304	-3.127498	3.206185	-2.291578	-3.106896	3.649109	-2.060043	-3.113829	2.891545	-0.827583	-3.210122	2.597118	-0.798594	-3.201051
54	10	3.698280	1.058268	-0.891348	3.236486	0.780576	-0.825286	2.625649	0.495865	-0.646005	3.051632	0.683850	-0.779909	2.192724	0.475173	-0.482412	1.745387	0.941518	-0.297243	3.479648	0.916825	-0.871054	3.820779	1.354537	-0.771203	3.605362	1.441091	-0.662739	2.620766	1.521422	-0.434044
59	10	2.410870	-3.118505	2.647101	3.363322	-0.578637	1.937135	-1.842024	1.357259	0.672585	3.332376	1.487842	0.190316	1.049967	2.921964	1.791007	1.917444	-2.245909	2.737284	3.180327	-1.530029	2.422839	2.954050	-2.544045	2.512103	2.710724	-3.151110	2.577174	1.109841	3.208771	1.418926
62	10	3.931383	1.580058	0.102997	3.793568	1.494986	0.113739	2.447464	0.785314	0.468133	4.305555	1.807662	0.071477	3.318818	1.207383	0.166935	2.756041	0.913103	0.322083	1.339577	0.454763	1.058155	1.235452	3.116185	0.373180	-3.212920	2.457148	1.145671	4.452698	1.895137	0.055255
67	10	3.209808	1.055668	-0.073295	2.760930	0.904805	0.266099	2.223092	0.806970	0.723587	3.959946	1.327450	-0.224172	4.500416	1.547159	-0.088649	4.877637	1.754228	0.131001	4.991239	1.872398	0.287856	4.528438	2.148081	0.768317	3.842693	1.283745	-0.231250	4.915556	2.040277	0.557197
71	10	-0.514600	0.411166	-0.313000	3.592864	-1.542171	-0.172111	2.649171	-0.984564	-0.233856	2.163841	-0.788671	-0.354841	3.352435	-0.967674	-0.064509	-0.444012	5.839933	-0.224835	1.551514	-0.540254	-0.490175	0.049066	6.226984	-0.349061	3.740824	-1.456616	-1.070349	2.950040	-0.987508	-0.482366
74	10	0.978709	1.179232	1.029626	5.252069	1.686851	-5.871455	5.556971	3.269689	-3.013656	4.654953	0.578640	-4.359538	3.055251	-1.448597	-0.616476	3.992594	-0.386468	-2.974885	4.789654	0.800298	-4.681073	1.517121	-0.437186	1.158568	5.172304	1.514948	-5.663162	3.841704	-0.587090	-2.660684
78	10	-4.676616	6.652259	2.441921	-0.555173	6.673326	0.590509	-1.446833	6.701559	0.816944	-3.808194	6.697992	1.839462	5.791871	3.160284	0.066986	-2.944252	6.706195	1.450265	-4.581720	6.667124	2.322696	-2.153972	3.537201	3.801760	5.555180	4.333401	0.212905	4.832856	0.267504	1.800001
80	10	3.941120	-4.856178	2.085587	3.262355	-4.359267	2.367322	3.852271	2.246943	2.578892	4.156649	-3.678174	2.053175	4.287184	-2.762744	2.042061	4.667020	0.097449	2.246623	4.597802	-0.452854	2.173213	4.508407	-1.091874	2.104023	2.939528	-3.192654	2.604562	3.694671	-5.269151	2.152145
85	10	0.959977	3.255245	2.483311	0.359946	-1.363596	2.803890	1.593682	0.374183	2.455887	1.003873	-0.787511	2.658249	-1.228888	2.581561	2.673218	1.971895	1.210368	2.359742	2.177883	1.845262	2.341318	-1.581501	0.467001	2.807499	-0.204257	3.117687	2.606671	1.404182	2.978181	2.432461
88	10	1.304269	2.949136	2.319685	1.889917	3.149298	1.904591	1.168116	2.606469	2.584937	5.160523	0.890752	-1.040141	3.953526	-1.433748	-0.977305	1.702927	0.315498	2.374790	4.466203	-0.536725	-1.098471	4.547375	2.628207	0.214965	3.287136	-2.465995	-0.337472	2.260356	3.154068	1.706779
92	10	2.461635	2.995467	0.537964	4.317465	2.068259	-0.898011	3.299129	1.389702	-0.906780	2.741114	1.186750	-0.468838	3.302922	2.960595	0.226534	4.175983	1.930728	-0.990562	2.313987	1.204617	-0.015991	4.144951	2.652561	-0.249959	4.405522	2.206367	-0.776210	3.804867	1.668851	-1.059561
96	10	5.954410	2.550808	1.514784	6.951617	1.749000	0.689720	3.637512	-0.543375	1.088712	3.434286	-0.666872	1.258846	5.999430	1.136171	0.711302	5.422444	0.778772	0.720302	4.661580	0.266226	0.746752	6.638317	1.530507	0.696513	5.487979	0.820301	0.719274	2.655089	1.088844	1.927639
98	10	5.471035	4.662530	-0.084812	3.877740	5.215363	0.891126	4.310701	5.142743	0.762267	0.043632	5.288399	1.802354	3.526572	5.258867	0.966676	5.978726	3.514154	-1.751262	0.021366	5.231976	1.862523	5.868569	4.047956	-1.077033	0.449291	0.703413	3.103153	0.251613	5.514524	1.516578
99	10	-2.096912	0.458096	3.369578	2.472048	5.379270	0.635008	4.986453	3.528938	-2.348159	5.192561	1.183557	-1.495967	1.568850	-2.273560	1.722911	4.472928	4.509544	-0.811549	-1.523730	5.812704	1.370740	2.143974	-1.949286	1.301842	5.092978	2.993649	-2.969092	5.159518	2.364667	-3.080719
