1	2	94	6.134038	2.250360	1.023468
1	2	6	1.330347	4.704532	1.440390
2	1	100	0.964220	-1.186436	7.436194
3	2	92	1.887644	-0.871725	6.227766
3	2	8	-0.339125	5.849213	-0.024204
4	2	87	4.612538	3.475819	-2.348359
4	2	13	-0.245589	4.635643	3.515636
5	2	24	2.597956	5.714698	-1.317273
5	2	76	7.133096	2.290893	-1.152939
6	2	72	-4.568037	5.295861	3.375881
6	2	28	1.631569	-0.840323	6.560594
7	2	28	8.140263	2.327626	-0.938920
7	2	72	2.606135	7.696838	-1.230827
8	2	33	6.665938	2.345231	-3.754269
8	2	67	0.259617	8.505145	-0.892286
9	2	97	2.253684	-1.424288	3.840999
9	2	3	0.011219	5.245511	-1.684448
10	4	12	0.514168	6.600542	1.128611
10	4	50	0.492128	4.280105	2.711341
10	4	22	2.961186	0.164160	5.776579
10	4	16	5.743455	0.172043	2.210789
11	2	92	4.927576	1.174568	0.541415
11	2	8	1.613374	1.063425	4.155466
12	2	47	0.255181	-1.181546	6.677436
12	2	53	6.647199	0.162869	1.429087
13	2	70	4.097271	6.205905	-1.267829
13	2	30	-2.194217	1.420923	6.444820
14	1	100	2.250665	5.379937	-0.371960
15	2	76	0.329429	-0.479357	5.121095
15	2	24	0.840987	5.354031	-0.503789
16	2	60	3.180933	6.240148	0.559548
16	2	40	-1.830650	6.149758	3.733380
17	2	89	7.594280	-5.064422	1.782156
17	2	11	1.612218	6.202469	-0.131219
18	2	38	8.442927	-2.101833	0.525044
18	2	62	1.827742	-0.331595	6.085461
19	3	55	1.276804	0.088945	6.834283
19	3	39	6.975654	0.860740	1.489143
19	3	6	-0.063457	4.081609	5.314409
20	1	100	6.655401	-2.231178	3.382345
21	1	100	-0.190485	1.698462	5.838519
22	2	71	1.096111	-1.901990	7.107973
22	2	29	7.182120	-1.236751	2.395917
23	1	100	6.190324	-0.203785	-0.536067
24	2	32	4.565095	3.937878	-0.988392
24	2	68	2.418631	0.714973	5.809946
25	1	100	-1.492442	0.075554	7.751231
26	2	22	1.728123	-1.676420	6.476994
26	2	78	5.696026	-1.244035	3.664563
27	2	92	-2.927269	2.408020	6.614851
27	2	8	6.792682	-1.239696	1.804176
28	1	100	3.223877	-6.949330	4.250197
29	2	85	7.935097	-1.871234	1.339259
29	2	15	2.558256	1.328881	3.191139
30	1	100	-1.891578	8.142476	1.162414
31	1	100	1.841111	6.271795	-1.485417
32	2	40	-0.206157	2.596331	5.862308
32	2	60	5.139126	2.016948	2.030342
33	2	66	2.945453	0.911752	6.451534
33	2	34	2.772528	7.549380	0.399600
34	3	66	3.566134	5.349568	0.431715
34	3	23	1.665124	6.119264	1.934827
34	3	11	7.895777	2.259754	0.909790
35	1	100	1.530338	-0.246445	8.990404
36	1	100	0.246306	6.126001	1.924861
37	2	34	-0.987966	5.338129	-0.122929
37	2	66	4.668658	-1.923908	1.917246
38	1	100	0.313847	-0.942589	8.945542
39	2	93	8.278922	2.435141	-4.479346
39	2	7	2.886723	-3.208511	5.947548
40	1	100	8.205671	-3.908992	1.289170
41	2	79	-7.193015	7.212356	1.237316
41	2	21	-3.733693	2.384297	7.328085
42	1	100	1.118856	-1.082271	6.557718
43	1	100	5.182903	0.201122	-0.761363
44	2	60	1.552624	0.191808	9.048728
44	2	40	-4.564559	6.370111	3.874812
45	2	53	3.968983	4.358148	0.155131
45	2	47	-0.742732	1.236288	7.183411
