3	1	2.881981	1.815714	2.065745
4	1	-9.319353	-1.701346	0.723070
5	1	3.979490	-4.986793	-0.372768
6	1	2.804341	-7.183013	-2.266140
7	1	3.867966	4.701196	-0.612233
8	1	2.160429	-5.104953	2.702444
11	1	-0.911575	6.107221	0.848973
13	1	0.005965	-1.113825	0.715171
16	1	-4.303778	4.334400	0.863311
19	1	2.544835	2.184528	1.657744
22	1	-1.604718	-0.275783	3.771824
23	1	2.808245	1.617440	0.686591
24	1	-3.400563	4.579751	1.288481
27	1	-6.837229	-0.920535	-1.370809
28	1	2.771417	1.911148	0.847981
29	1	2.428314	-8.211284	-2.040726
32	1	-0.951730	5.263867	1.200455
35	1	5.648342	3.407450	0.240435
37	1	1.948692	0.193739	0.802523
39	1	0.861852	-2.212608	2.270299
40	1	-3.115931	-3.738214	1.146409
41	1	1.242573	-7.810131	-0.660011
42	1	5.354688	0.586622	-1.325485
45	1	1.793378	-0.465762	1.595308
46	1	1.099180	4.187367	1.609340
49	1	-7.094153	7.395141	1.450648
50	1	-1.784640	-5.511837	0.383318
55	1	-2.819125	-2.159146	-1.184745
56	1	-0.701251	2.485264	-1.535457
57	1	6.211042	3.081682	0.644905
58	1	1.654514	0.301698	1.254299
61	1	-3.295856	3.762907	1.075264
63	1	-3.127624	5.198527	1.762038
64	1	-7.362192	5.163219	-0.500782
65	1	-2.159142	5.570987	1.467918
66	1	-3.618151	4.751320	0.679866
69	1	-6.500739	6.311960	0.815506
70	1	-4.765523	4.644742	-0.858475
72	1	-6.704406	-1.707291	2.351359
75	1	2.968888	3.047667	2.116023
76	1	2.557062	0.071777	1.032912
77	1	-9.689554	4.291280	-0.073127
81	1	-4.264861	6.896465	1.178660
82	1	-8.992574	-4.414770	1.978961
83	1	-5.642828	-0.817807	2.411221
84	1	4.364125	0.611507	-2.220263
87	1	-0.072295	5.014558	1.972394
90	1	2.495513	-3.605027	2.815443
91	1	-2.104548	-2.452121	1.278189
93	1	-7.265291	7.508894	1.534849
94	1	-1.333122	3.955657	0.746079
100	1	7.983218	1.589768	-1.757461
