1	1	6.090298	0.878141	-3.029310	0.816116	3.300312
5	1	8.623520	2.011523	-6.502519	1.478434	1.698407
6	1	-8.144470	0.752913	0.646561	-0.853790	-13.760660
7	1	-10.801920	-2.492428	0.064059	0.966979	-12.159845
11	1	3.020183	-0.745088	1.806197	1.800240	-0.063452
12	1	-12.823250	-0.862747	1.966536	-2.612833	-11.864233
14	1	-9.117215	-0.411472	0.637467	-4.441535	-15.504063
15	1	-10.680291	-0.333309	1.450502	-6.742177	-15.075738
16	1	3.838097	-2.509650	0.502894	1.820689	0.520568
19	1	-13.180820	-2.327611	1.118124	-4.760077	-12.222228
23	1	5.295066	-1.103325	-0.641236	1.579460	4.410770
25	1	2.786647	-1.027323	-1.640562	0.028212	3.422964
26	1	2.410355	-1.584316	0.693303	0.363621	-11.518190
27	1	-8.934061	-0.160203	2.906469	1.169428	-13.110560
30	1	5.172125	-2.897204	-0.970868	1.175231	5.236172
31	1	-3.836847	1.634751	0.569418	1.862094	-4.201139
32	1	8.914509	1.009564	-5.709663	1.453401	6.831733
33	1	-6.167307	0.968744	-0.697468	-0.380961	-4.111519
35	1	-2.411068	0.937556	-1.070910	6.446026	-6.185490
37	1	4.348969	1.929244	-0.478124	0.984704	4.619940
40	1	7.184793	1.079575	-2.850150	0.920826	1.426607
43	1	9.440264	1.287897	-8.689899	4.786136	8.399718
45	1	7.885497	1.441799	-3.128697	1.352422	7.932383
46	1	-4.938733	1.196092	1.527592	-1.511212	-10.138857
47	1	11.379204	3.637162	-7.150281	1.325255	5.003808
48	1	10.339629	-0.475274	-3.521253	2.562472	6.002561
50	1	3.726919	0.621341	-5.684456	1.783949	2.012864
53	1	6.257976	4.946009	-3.600205	1.026562	4.083614
55	1	-4.453045	3.601615	-1.445413	2.626623	-12.289391
57	1	-8.512451	-0.664652	4.119759	0.913421	-9.413484
58	1	7.603060	4.579230	-9.162055	2.901537	6.504594
59	1	11.546963	1.912121	-8.103201	2.619617	7.531314
60	1	3.813600	0.225657	-1.658330	1.082985	5.838204
61	1	10.040511	0.970970	-4.946096	2.475897	1.315714
62	1	9.824291	1.171244	-12.249249	1.722258	7.438902
63	1	-6.650022	1.085207	-4.702750	2.552576	-8.154231
64	1	10.165302	4.848938	-12.371322	2.928826	5.538354
69	1	4.267375	0.607526	-4.999399	1.070398	4.835286
70	1	2.408415	-0.651969	0.313372	1.448935	-8.349237
71	1	6.308464	-0.039626	-4.714586	0.775849	3.562334
74	1	-8.684214	-2.835233	0.350769	-1.048628	-11.761308
75	1	-7.175289	0.172100	0.151446	-0.526918	-12.421188
78	1	6.093637	-0.901349	-2.841620	1.171215	5.336780
79	1	8.239884	0.661541	-1.410226	1.531975	3.524595
80	1	-18.141350	-0.076944	2.236873	0.086056	-10.859326
81	1	6.184200	0.155160	-5.451731	2.237762	0.797443
82	1	-6.301714	1.483561	-0.199145	2.159488	-5.754326
83	1	-17.156256	-2.878841	0.899200	-2.457462	-18.117512
84	1	-11.154278	4.057693	2.064244	-2.071564	-9.693299
85	1	4.272357	1.091780	-1.387646	0.269450	5.306340
88	1	-3.026160	-0.721659	-1.174757	2.934946	-10.543017
89	1	4.355216	1.970657	-5.956571	0.364709	6.591012
94	1	-8.431939	0.517606	0.721800	-3.996808	-7.013056
95	1	-7.562514	-2.932598	1.920725	-3.529186	-11.851403
97	1	2.145620	-0.040071	-1.217076	0.399182	-6.073851
98	1	8.500630	1.106706	-4.977976	1.484783	8.954562
100	1	10.951063	1.005718	-4.382011	1.987505	6.492952
