8	3	-2.049466	8.009381	-5.807069	3.611466	8.009381	-5.807069	-5.568048	-1.231099	5.722526
10	3	-4.975226	-6.190468	7.479437	6.045518	5.298558	1.044625	-0.455539	5.298558	1.044623
15	3	2.407606	-3.729496	6.778022	-3.815787	-3.729485	6.778022	4.812548	6.199718	-3.057720
16	3	-5.588459	-3.376419	7.102861	0.196321	-3.376421	7.102861	-7.065298	5.400225	-2.856566
17	3	-6.062623	7.037836	-5.654368	2.001533	-2.714413	7.369050	-4.416096	-2.714413	7.369050
18	3	-2.973523	6.950595	-5.807201	-2.187696	-4.376746	5.475426	-2.457119	1.755615	5.415373
19	3	-5.123622	6.088667	-3.750112	-7.385039	-5.406959	6.630450	-7.895625	1.019258	6.630414
21	3	5.687756	0.551646	0.491229	2.039221	-4.459609	6.472445	0.826240	6.155001	-4.331762
22	3	6.460303	-0.041469	0.347633	2.222241	-3.504745	6.744053	3.734302	5.174081	-1.246629
23	3	-1.472392	7.472460	-2.349308	-4.040279	2.054576	6.412032	3.384546	7.472460	-2.349308
24	3	1.297443	-6.291361	5.638667	3.934192	5.452183	-4.157183	-5.287843	-6.291361	5.638667
35	3	-5.519703	6.181696	-8.643333	-0.377356	1.646944	-3.561623	2.714400	0.306303	3.279106
41	3	-4.202525	7.006751	-2.684413	-2.404293	-3.358964	6.836589	1.912796	-3.358964	6.836589
42	3	-5.848659	-5.152671	6.806895	-6.799530	7.092380	-5.198582	4.066010	0.683474	0.627211
43	3	3.298733	6.096641	-5.503400	-1.480662	6.096641	-5.503292	-5.461725	-3.921320	6.757844
46	3	-5.437081	-1.815384	6.670887	-10.662467	4.520893	5.124154	-5.175347	6.527160	-0.815276
49	3	-4.040863	-2.787436	6.352449	-3.133542	6.434875	-3.826590	3.101010	6.434875	-3.826590
51	3	-2.813293	-3.019076	7.655575	3.242157	7.216938	1.948127	3.311958	7.218432	-4.418089
52	3	-4.802138	5.715877	-2.924728	1.297127	-6.138612	8.436742	-3.838272	-6.138612	8.436742
53	3	-5.253547	-5.217774	6.926481	-3.476296	7.250041	-4.824765	2.264941	7.250041	-4.824765
61	3	5.504299	-1.949758	0.076120	2.938658	-7.687630	5.945366	2.124470	4.685801	-5.467749
64	3	-3.893652	6.423892	-4.756903	6.215557	-1.836894	6.041608	2.535061	6.423892	-4.756903
70	3	6.427225	-1.553832	4.756124	2.542091	6.405304	-5.803221	-3.086121	6.405304	-5.803221
79	3	6.796425	0.585747	0.530348	-3.064276	6.496783	-0.684566	2.333087	-5.339185	7.110772
80	3	-7.302314	-3.312967	6.724448	-2.436708	5.582469	1.222632	2.764418	5.582469	1.222635
86	3	2.707337	7.194313	-2.965368	-4.031265	4.937212	5.300699	-2.290729	7.194313	-2.965368
93	3	3.936001	-0.223517	-2.689496	-4.068773	5.899508	-7.689499	3.749692	-0.246604	2.579521
94	3	7.045253	-3.163492	6.794745	4.627661	7.616603	-4.859990	-1.557594	7.616603	-4.859990
95	3	-6.822204	-1.170008	8.718392	1.867402	6.127140	1.054926	-4.224667	6.127140	1.054926
96	3	-6.730474	-8.016560	7.395049	5.298356	-2.033257	1.689741	4.647938	3.798421	0.697310
