46	7	4.536516	2.194783	-11.211282	-9.839248	6.396659	-4.165323	-4.757578	-6.820752	2.138245	-9.251851	-9.830643	2.773212	-2.891386	-7.171343	4.686177	-6.941581	-2.611640	-6.672992	-6.298793	6.217890	1.850232	-10.019710	1.180900	-8.792509	-4.225612	0.966976	-12.642063	3.729862
87	7	-7.311442	-9.218705	2.441057	1.079338	2.186428	4.585829	-9.390449	-6.474404	-6.173807	-4.664505	6.535466	-4.211341	0.695203	-7.007033	2.497918	-5.051439	4.827674	-5.789329	-1.848601	1.971463	-8.972650	0.687612	5.116469	-7.492927	-5.186781	2.739799	-8.986264	0.799352
