1	1	6.189641	5.778275	3.272736
3	1	7.223265	5.136122	2.870192
4	1	-6.688054	5.423001	-0.429848
6	1	-7.740060	4.849041	0.081441
9	1	8.461818	5.847564	5.611171
11	1	1.616699	2.507253	3.634196
13	1	3.765644	4.752495	3.349949
14	1	-7.877560	5.601011	-0.961827
15	1	-9.608731	4.575338	2.130101
18	1	6.117569	3.183542	4.113331
19	1	-6.205440	5.752855	-0.362065
21	1	4.650547	4.492284	3.160861
23	1	-5.932100	0.894239	1.544756
24	1	4.147313	3.267075	4.752774
25	1	6.427767	5.508340	4.514937
26	1	-6.696929	4.351694	-0.638271
30	1	-11.378418	4.707279	0.141525
31	1	6.737675	5.673902	4.407784
32	1	7.487049	6.413489	4.651168
33	1	7.880665	5.667623	4.944321
34	1	0.976277	4.998309	1.965301
37	1	7.463441	5.953880	4.737322
40	1	-8.916182	4.253790	-0.036342
43	1	-9.339714	5.591751	-3.033164
45	1	4.517874	3.407198	4.475338
46	1	8.361843	6.626346	3.483947
47	1	-6.414864	2.534237	-0.961845
48	1	7.253474	4.427840	4.861024
50	1	-0.347490	4.743240	2.729136
51	1	8.521555	4.884505	5.039067
52	1	-11.704442	4.775440	0.612109
54	1	4.226885	5.807034	2.596297
56	1	6.560473	6.363475	5.042017
64	1	7.842328	6.039432	4.325017
65	1	5.055550	5.267308	3.739215
67	1	-11.282212	3.549990	-0.466672
69	1	5.956372	4.947365	5.096841
70	1	7.903052	5.835896	5.115080
71	1	6.955927	5.587010	4.654791
72	1	-6.087076	1.897777	-0.931581
73	1	-7.339687	3.738890	0.868600
74	1	5.071690	3.694659	3.811350
75	1	6.911933	6.195265	1.892899
78	1	-8.670468	4.288296	1.811909
82	1	-8.810137	3.356878	-0.089861
83	1	5.607016	4.534589	4.858698
84	1	6.063503	5.112866	5.262523
85	1	8.672968	6.248907	3.152702
89	1	-8.787280	3.517153	0.297671
90	1	-5.024071	3.188190	2.197331
91	1	7.660270	5.145238	4.532237
94	1	6.397522	5.215680	5.553970
97	1	6.987390	5.726528	4.841274
100	1	-10.039247	5.003448	-2.724297
