1	2	91	0.202821	-5.381147	7.372758
1	2	9	4.274339	4.943250	-2.778552
2	2	62	0.040739	-2.039760	7.156299
2	2	38	3.019201	5.788293	-2.844191
3	3	41	4.457470	6.448892	-11.205769
3	3	24	0.695625	-5.797051	4.546336
3	3	35	0.743850	0.018555	-2.015150
4	2	46	2.159690	-1.288742	6.424851
4	2	54	4.973457	6.917789	-8.308183
5	2	56	4.228438	5.543090	-0.453067
5	2	44	3.341837	-1.821019	5.006740
6	1	100	1.240079	4.143066	-5.864495
7	2	79	2.672904	4.944796	-8.183497
7	2	21	0.415332	-3.069647	6.308188
8	2	34	3.732668	4.538255	-1.269305
8	2	66	2.531663	-2.358098	8.332801
9	1	100	4.628490	7.431360	-8.555687
10	2	66	1.275635	-1.442388	6.560489
10	2	34	3.882833	5.357031	-4.581924
11	1	100	0.862415	-5.652900	8.492508
12	2	79	1.646825	-0.940099	6.362000
12	2	21	4.421258	6.615422	-5.719492
13	2	28	4.883186	6.222258	-6.262830
13	2	72	2.865907	-3.214570	4.612542
14	2	48	-2.557783	-4.283870	5.759698
14	2	52	3.469002	6.996449	-8.149220
15	2	87	3.688050	2.459660	-3.845334
15	2	13	1.074757	-8.151742	4.781603
16	1	100	2.896477	7.885458	-4.205843
17	2	66	1.185729	-3.778079	6.116775
17	2	34	4.589254	5.298158	-6.718765
18	2	76	-0.513153	-1.627596	5.902964
18	2	24	4.290641	5.741920	-4.596822
19	1	100	1.296300	-4.219088	7.104839
20	2	66	4.230040	7.003119	-7.376778
20	2	34	1.117936	-0.680555	7.040344
21	1	100	2.496080	5.946136	-11.359600
22	1	100	-0.433495	-7.168242	5.653726
23	2	67	5.195799	5.729538	-8.429312
23	2	33	2.010517	-0.500541	0.911337
24	1	100	2.493785	0.619392	6.104066
25	2	77	4.586768	5.108237	-4.380563
25	2	23	2.009272	0.767536	4.831964
26	2	46	4.163224	6.108875	-5.237871
26	2	54	1.212139	-3.490626	6.281244
27	1	100	4.568298	8.323181	-9.451467
28	2	95	1.057299	-3.845309	6.414100
28	2	5	5.137960	7.599328	-4.317408
29	2	82	3.057566	7.198146	-3.057538
29	2	18	0.323423	-2.454042	7.028211
30	2	65	-1.241649	-3.770598	6.582187
30	2	35	3.769080	4.774668	-4.541989
31	2	68	4.167516	6.486230	-7.242372
31	2	32	4.038804	2.954967	4.100500
