6	1	1.240079	4.143066	-5.864495
9	1	4.628490	7.431360	-8.555687
11	1	0.862415	-5.652900	8.492508
16	1	2.896477	7.885458	-4.205843
19	1	1.296300	-4.219088	7.104839
21	1	2.496080	5.946136	-11.359600
22	1	-0.433495	-7.168242	5.653726
24	1	2.493785	0.619392	6.104066
27	1	4.568298	8.323181	-9.451467
33	1	0.318115	0.217378	9.049805
36	1	4.378769	6.642106	-11.942193
38	1	0.588897	-5.028064	6.753181
39	1	-1.275709	-4.392957	6.436634
41	1	4.880617	9.057748	-3.250089
46	1	1.195882	-6.026900	6.942752
47	1	5.555200	7.373723	-11.102249
52	1	0.576574	-5.312169	6.369428
53	1	-0.555316	-1.130721	6.628163
54	1	4.423923	4.589719	-7.406972
63	1	5.334199	8.190931	-7.503375
64	1	6.403161	7.303990	-10.798494
65	1	3.117262	4.182473	-5.698990
66	1	4.502395	6.473580	-8.090196
67	1	5.004043	8.089140	-8.011639
70	1	4.652201	6.957085	-11.491654
71	1	-0.868004	-5.409401	3.684915
73	1	5.153749	7.285446	-8.554714
74	1	4.009726	8.429583	-6.137527
75	1	3.484108	5.795013	-9.440728
76	1	1.579049	-7.902740	6.936563
86	1	4.901484	8.070943	-9.133042
89	1	5.123006	7.890054	-9.713772
91	1	4.859583	7.392209	-6.858388
92	1	3.742245	6.920287	-7.788890
94	1	5.584964	5.938793	-10.683983
96	1	5.627146	6.925348	-7.684147
97	1	3.927777	3.866415	-11.461725
98	1	4.397633	9.567250	-13.998462
99	1	4.904706	7.451232	-14.540371
