1	2	83	-10.281305	-1.662369	2.301841
1	2	17	-6.045232	3.399493	1.240521
2	2	96	-2.984715	3.735952	-0.423237
2	2	4	2.398114	2.958550	0.346700
3	1	100	2.881981	1.815714	2.065745
4	1	100	-9.319353	-1.701346	0.723070
5	1	100	3.979490	-4.986793	-0.372768
6	1	100	2.804341	-7.183013	-2.266140
7	1	100	3.867966	4.701196	-0.612233
8	1	100	2.160429	-5.104953	2.702444
9	2	76	-6.803321	-0.648552	2.225464
9	2	24	-4.913824	5.787748	0.851148
10	10	50	-0.841598	-1.336302	2.384883
10	10	1	4.600597	1.633632	1.098918
10	10	1	3.795400	-1.937206	1.147335
10	10	16	-1.728737	0.578569	2.565803
10	10	8	1.993290	-3.994894	1.500812
10	10	19	0.841458	-3.713097	1.884057
10	10	1	2.658049	3.101966	1.770579
10	10	2	4.408178	1.978425	1.254525
10	10	2	-1.743380	2.133098	2.570440
10	10	1	3.885227	2.501940	1.513321
11	1	100	-0.911575	6.107221	0.848973
12	10	3	5.788041	1.853417	-0.313335
12	10	38	1.610761	-1.944342	1.586340
12	10	1	5.303087	0.877224	0.204422
12	10	1	5.726459	2.013911	-0.510852
12	10	7	5.833197	1.626804	-0.078254
12	10	4	3.013435	-1.674349	0.797081
12	10	1	0.555564	3.594536	1.953008
12	10	2	4.003594	3.571943	0.367010
12	10	1	5.415951	2.546782	-0.880607
12	10	1	1.160071	4.226876	1.554427
13	1	100	0.005965	-1.113825	0.715171
14	4	85	3.247036	-7.295713	-0.534284
14	4	11	-2.652323	-1.495777	-1.520530
14	4	2	1.112992	-2.891486	1.711184
14	4	2	1.720514	-3.462931	1.885241
15	2	71	-1.368005	6.144644	-1.351245
15	2	29	3.045930	2.194499	-1.794321
16	1	100	-4.303778	4.334400	0.863311
17	10	28	6.598614	3.457433	-3.579438
17	10	1	4.836339	1.340437	-0.060441
17	10	4	6.581021	4.150722	-3.706396
17	10	3	6.520738	4.520317	-3.070602
17	10	1	0.154233	5.433565	0.376888
17	10	1	6.533309	2.795697	-2.358642
17	10	27	6.592864	3.298717	-3.342559
